LA_zacc,LA_xgyro,LA_ygyro,LA_zgyro,LA_xmag,LA_ymag,LA_zmag,RL_xacc,RL_yacc,RL_zacc,RL_xgyro,RL_ygyro,RL_zgyro,RL_xmag,RL_ymag,RL_zmag,LL_xacc,LL_yacc,LL_zacc,LL_xgyro,LL_ygyro,LL_zgyro,LL_xmag,LL_ymag,LL_zmag
3.5368,-0.21025,-1.8544,0.50394,0.35997,0.52088,-1.0576,-14.1,4.0584,2.5372,-0.020829,0.45288,-3.0708,0.54757,-0.43508,0.083042,-4.8692,11.07,-3.2039,-1.148,0.36927,-0.91117,0.36662,0.59973,0.10607
2.4857,-0.12322,-1.5161,0.16327,0.28343,0.51952,-1.0609,-12,11.191,2.7217,1.2018,-0.75461,-3.0751,0.59016,-0.33831,0.11969,-0.79641,0.64381,5.6295,0.95715,-0.3731,0.5698,0.36556,0.60358,0.081413
1.706,0.4359,-0.68988,0.094572,0.21979,0.52434,-1.0666,2.0559,26.298,-2.6769,0.4602,-0.30482,-0.67487,0.5999,-0.26468,0.13695,6.2271,-14.256,-10.996,-0.49215,1.8516,0.28696,0.38364,0.59701,0.057818
3.5769,0.74534,0.46761,0.053496,0.21809,0.51032,-1.0627,-0.80864,8.6182,4.3974,0.46622,-0.34366,1.2118,0.59757,-0.29807,0.11445,-3.9639,-0.99167,9.7401,1.3574,-0.91801,-0.67965,0.35852,0.61356,0.10266
7.1654,-0.13444,1.5306,-0.5411,0.27409,0.51741,-1.033,-10.957,-2.754,2.5628,1.4986,0.2374,1.6991,0.5965,-0.35948,0.08881,-20.555,-22.117,-8.7205,2.6735,0.15184,-0.032712,0.35848,0.62206,0.087447
9.6152,-0.95122,1.6924,-1.6797,0.33718,0.57741,-0.97745,-26.15,4.6072,-0.2714,0.61142,-1.1962,2.7525,0.5505,-0.45709,0.072519,-4.9399,21.514,-1.4513,-2.1321,0.21449,-1.7667,0.325,0.63886,0.10666
9.8295,-3.3215,1.4364,-1.8893,0.37543,0.7294,-0.87214,-25.253,-5.4407,-3.4386,-1.8629,0.75728,3.4731,0.45586,-0.57498,0.037803,-15.994,15.527,-4.6872,-2.8991,-0.93695,3.7944,0.36448,0.61117,0.1458
10.675,-1.4164,1.1369,-2.5474,0.37592,0.88641,-0.76083,-19.062,-14.506,-1.6538,-0.74142,-0.51613,4.1232,0.29991,-0.69806,-0.000553,-26.547,-6.9667,-3.1108,1.6232,1.984,2.6254,0.46382,0.56403,0.10614
8.0967,0.10503,1.0809,-2.757,0.31211,0.95835,-0.74432,-12.382,-11.746,-0.71226,1.1099,-0.25452,3.3403,0.16285,-0.74101,0.03677,-14.595,1.2245,-5.2998,1.3012,1.0357,3.6235,0.54994,0.50035,0.053025
6.215,-0.51912,1.2351,-2.4578,0.23513,1.0117,-0.73087,-6.6194,-11.671,-2.3222,2.096,0.57187,1.1681,0.095993,-0.72877,0.11565,-12.933,-7.6983,2.0851,0.60293,0.21818,3.5652,0.64201,0.40222,0.024241
5.1959,-0.5688,1.3685,-1.805,0.18438,1.046,-0.71387,0.16361,-3.9174,2.5624,0.070555,-0.39832,0.035975,0.087703,-0.70616,0.17674,-12.006,-8.7806,2.7403,-0.062295,0.13901,2.675,0.6963,0.31008,0.019225
4.571,-0.49112,1.0214,-0.65943,0.17037,1.0703,-0.70063,0.75939,8.3132,3.4764,-3.5563,1.1604,-0.57385,0.10656,-0.70332,0.1285,-2.9801,-21.915,1.8713,-0.82099,-0.41608,1.4639,0.71962,0.2441,0.011551
4.8238,-0.58649,0.27179,0.68476,0.18721,1.0732,-0.71539,-3.8624,7.659,-0.50219,-1.2363,0.2973,0.16397,0.088854,-0.70449,0.084301,-1.5666,-6.9386,4.6099,-1.1591,-0.44218,-0.77702,0.70556,0.2408,0.014068
4.2676,0.29447,-0.74992,2.3352,0.2596,1.0898,-0.73146,-5.4946,10.591,-2.0387,-1.6133,-2.0963,-0.87927,0.097423,-0.71563,0.037699,-2.9159,-3.7404,-2.4265,-2.4868,-0.51194,-1.5345,0.68631,0.28928,0.020083
8.5574,1.513,-1.392,3.0266,0.36309,1.0809,-0.78323,-12.595,-15.788,7.991,2.7749,-0.91951,1.1241,0.058427,-0.73821,-0.004437,-37.019,-6.1571,3.6694,-0.35998,0.27092,-3.0095,0.65758,0.36665,0.069886
7.347,2.4769,-0.93012,3.4294,0.47032,0.93402,-0.90973,-1.0244,-18.466,-7.7919,1.4502,1.2541,-2.2836,0.078983,-0.72909,0.051892,-15.209,-1.1514,-0.057329,1.0155,0.44398,-3.2715,0.60304,0.43917,0.071559
6.5969,1.6032,-0.67252,3.7206,0.56327,0.72718,-0.99393,-26.748,-5.032,-9.3512,-0.78747,-0.029248,-3.1495,0.21924,-0.69,0.030926,-27.298,8.9341,-1.2728,1.2005,0.24045,-3.6988,0.51055,0.52838,0.085709
5.5719,0.94178,-0.64708,2.8805,0.60966,0.49925,-1.0662,-15.36,-1.3138,-5.3001,-0.26736,0.10116,-3.283,0.34051,-0.61545,0.069603,-16.029,10.134,-0.57864,0.64068,-0.38409,-3.9184,0.40484,0.60913,0.091144
3.4938,-0.66913,-0.6488,2.0505,0.6007,0.40281,-1.0589,-19.577,6.8768,1.2837,-1.5509,0.009364,-3.2048,0.44826,-0.52163,0.056524,-12.242,8.623,-0.8026,-0.44082,-0.2913,-1.8437,0.34122,0.64127,0.088258
1.2453,-0.36201,-0.90665,1.0781,0.55832,0.36932,-1.0319,-14.027,2.8083,2.0374,-0.74011,0.57954,-3.1559,0.52355,-0.43352,0.046774,-4.5241,9.1412,0.92787,-0.80154,0.082405,-0.43458,0.3252,0.63931,0.084086
0.23289,-0.15961,-1.0483,0.2817,0.50675,0.35471,-1.039,-12.655,13.619,2.5709,0.32422,-0.72156,-3.2562,0.57286,-0.33672,0.073281,1.3037,0.63741,0.36841,-0.81669,-0.090855,1.0363,0.34534,0.62699,0.076903
1.5583,-0.17684,-0.57173,-0.13107,0.46735,0.3682,-1.043,-0.30645,23.875,0.69203,0.34376,-0.4107,-0.49762,0.59533,-0.28894,0.073043,2.1535,-16.197,-5.9303,-0.41218,2.6662,0.05359,0.37012,0.61286,0.10555
2.1958,-0.62599,0.2282,-0.55641,0.45283,0.43575,-1.0345,-3.5256,5.7371,5.5542,1.0305,-0.57989,1.3016,0.58417,-0.30964,0.068129,-2.6452,2.1959,4.3026,0.01876,-1.6575,-0.39809,0.36009,0.61679,0.12654
